sigungu_cd,bjdong_cd,대지위치,건물명,주용도,세대수,사용승인일,연식,연면적(㎡),전기_연간사용량(kWh),가스_연간사용량(MJ),전기_EUI,가스_EUI
29170,10100,광주광역시 북구 중흥동 277-19번지,,제2종근린생활시설,0,19850711,41,146.0,26070.0,0.0,178.56164383561645,0.0
29170,10100,광주광역시 북구 중흥동 277-25번지,,제1종근린생활시설,0,19830518,43,157.44,23185.0,0.0,147.26244918699186,0.0
29170,10100,광주광역시 북구 중흥동 277-33번지,,제1종근린생활시설,0,19840821,42,133.8,29411.0,0.0,219.813153961136,0.0
29170,10100,광주광역시 북구 중흥동 278-1번지,,제2종근린생활시설,0,19811118,45,143.66,29536.0,9400.0,205.5965474035918,65.43227063900878
29170,10100,광주광역시 북구 중흥동 278-15번지,,제1종근린생활시설,0,19820109,44,359.48,6206.0,0.0,17.26382552575943,0.0
29170,10100,광주광역시 북구 중흥동 278-16번지,,제2종근린생활시설,0,19921027,34,1562.38,64213.0,0.0,41.09947643979057,0.0
29170,10100,광주광역시 북구 중흥동 278-18번지,,제2종근린생활시설,0,19930408,33,1048.84,78042.0,6490.0,74.4079173181801,6.187788413866748
29170,10100,광주광역시 북구 중흥동 278-25번지,,제1종근린생활시설,0,19860331,40,171.54,49473.0,18589.0,288.405036726128,108.36539582604641
29170,10100,광주광역시 북구 중흥동 278-26번지,,제1종근린생활시설,0,19860113,40,179.54,32352.0,6076.0,180.19382867327616,33.842040770858866
29170,10100,광주광역시 북구 중흥동 278-27번지,,제1종근린생활시설,0,19860116,40,174.56,82559.0,74052.0,472.95485792850593,424.2208982584784
29170,10100,광주광역시 북구 중흥동 279-8번지,,제2종근린생활시설,0,19960709,30,295.34,16819.0,0.0,56.947924426085194,0.0
29170,10100,광주광역시 북구 중흥동 279-16번지,,제1종근린생활시설,0,19880616,38,195.19,33067.0,1506.0,169.40929350888877,7.715559198729443
29170,10100,광주광역시 북구 중흥동 279-17번지,,제2종근린생활시설,0,19841217,42,968.0,57885.0,0.0,59.79855371900826,0.0
29170,10100,광주광역시 북구 중흥동 279-18번지,,숙박시설,0,19840110,42,811.6,20336.0,16554.0,25.056678166584522,20.39674716609167
29170,10100,광주광역시 북구 중흥동 279-24번지,,제1종근린생활시설,0,19860107,40,494.84,79761.0,68294.0,161.1854336755315,138.01228679977368
29170,10100,광주광역시 북구 중흥동 279-28번지,,제2종근린생활시설,0,19730604,53,76.56,14524.0,6743.0,189.70741901776384,88.07471264367815
29170,10100,광주광역시 북구 중흥동 279-34번지,,제2종근린생활시설,0,19890503,37,761.24,60623.0,0.0,79.63717093163785,0.0
29170,10100,광주광역시 북구 중흥동 279-36번지,,제2종근린생활시설,0,19900912,36,137.335,53822.0,37543.0,391.9030108857902,273.36804164997994
29170,10100,광주광역시 북구 중흥동 279-37번지,,제2종근린생활시설,0,19950112,31,212.6,13.0,0.0,0.06114769520225776,0.0
29170,10100,광주광역시 북구 중흥동 279-49번지,,제2종근린생활시설,0,19941124,32,1319.88,54937.0,0.0,41.622723277873746,0.0
29170,10100,광주광역시 북구 중흥동 279-50번지,,창고시설,0,19850330,41,2.0,34925.0,0.0,17462.5,0.0
29170,10100,광주광역시 북구 중흥동 279-50번지,,제2종근린생활시설,0,19850330,41,700.7,34925.0,0.0,49.84301412872841,0.0
29170,10100,광주광역시 북구 중흥동 279-51번지,,제1종근린생활시설,0,19960718,30,117.9,9529.0,0.0,80.82273112807464,0.0
29170,10100,광주광역시 북구 중흥동 279-56번지,,제1종근린생활시설,0,19890930,37,497.23,39683.0,0.0,79.80813707941998,0.0
29170,10100,광주광역시 북구 중흥동 279-60번지,,제1종근린생활시설,0,19890314,37,1961.48,325588.0,0.0,165.99098639802597,0.0
29170,10100,광주광역시 북구 중흥동 280-1번지,,제1종근린생활시설,0,19820824,44,402.27,40579.0,0.0,100.8750341810227,0.0
29170,10100,광주광역시 북구 중흥동 280-2번지,,제1종근린생활시설,0,19920310,34,1995.85,161925.0,0.0,81.13084650650099,0.0
29170,10100,광주광역시 북구 중흥동 280-27번지,,제2종근린생활시설,0,19851023,41,625.69,82945.0,10837.0,132.56564752513225,17.32007863318896
29170,10100,광주광역시 북구 중흥동 280-32번지,,제2종근린생활시설,0,19820922,44,140.04,20206.0,0.0,144.28734647243647,0.0
29170,10100,광주광역시 북구 중흥동 284-1번지,,제2종근린생활시설,0,19850629,41,352.9,20580.0,0.0,58.31680362708983,0.0
29170,10100,광주광역시 북구 중흥동 284-4번지,,제2종근린생활시설,0,19811214,45,163.55,10411.0,4347.0,63.656374197493115,26.57902782023846
29170,10100,광주광역시 북구 중흥동 284-5번지,,제1종근린생활시설,0,19880819,38,395.975,66621.0,26515.0,168.24547004230064,66.96129806174632
29170,10100,광주광역시 북구 중흥동 284-11번지,,제1종근린생활시설,0,19840703,42,146.85,18074.0,14181.0,123.07797071842016,96.5679264555669
29170,10100,광주광역시 북구 중흥동 284-13번지,,제2종근린생활시설,0,19850725,41,158.86,25607.0,19419.0,161.19224474379956,122.2397079189223
29170,10100,광주광역시 북구 중흥동 284-26번지,,제2종근린생활시설,0,19891018,37,164.06,41123.0,1260.0,250.658295745459,7.680117030354748
